GoidDecimal;ClothesType;ShortName;ItemName;ModelId;ColorId
5793;2001092937;Fclothing_Shoes_A1_C8;Fclothing_Shoes_A1_C8;1;7
5792;2001092937;Fclothing_Shoes_A1_C7;Fclothing_Shoes_A1_C7;1;6
5791;2001092937;Fclothing_Shoes_A1_C6;Fclothing_Shoes_A1_C6;1;5
5790;2001092937;Fclothing_Shoes_A1_C5;Fclothing_Shoes_A1_C5;1;4
5789;2001092937;Fclothing_Shoes_A1_C4;Fclothing_Shoes_A1_C4;1;3
5788;2001092937;Fclothing_Shoes_A1_C3;Fclothing_Shoes_A1_C3;1;2
5787;2001092937;Fclothing_Shoes_A1_C2;Fclothing_Shoes_A1_C2;1;1
903;2001092937;Fclothing_Shoes_A1_C1;Fclothing_Shoes_A1_C1;1;0
5311;2001682761;Fclothing_Coat_A1_C5;Fclothing_Coat_A1_C5;1;4
5313;2001682761;Fclothing_Coat_A1_C7;Fclothing_Coat_A1_C7;1;6
5312;2001682761;Fclothing_Coat_A1_C6;Fclothing_Coat_A1_C6;1;5
709;2001682761;Fclothing_Coat_A1_C1;Fclothing_Coat_A1_C1;1;0
710;2001682761;Fclothing_Coat_A1_C2;Fclothing_Coat_A1_C2;1;1
5666;1397768521;Fclothing_Pants_A1_C32;Fclothing_Pants_A1_C32;1;31
5665;1397768521;Fclothing_Pants_A1_C31;Fclothing_Pants_A1_C31;1;30
5664;1397768521;Fclothing_Pants_A1_C30;Fclothing_Pants_A1_C30;1;29
731;1950892361;Fclothing_Hat_A1_C1;Fclothing_Hat_A1_C1;1;0
8859;4149166409;Healing_F_Coat_A1_C1;Healing_F_Coat_A1_C1;1;0
6779;1816609097;Fclothing_Gloves_A1_C1;Fclothing_Gloves_A1_C1;1;0
40447;2001092937;Event2_0ZionReward3M;Event2_0ZionReward3M;2;0
40445;2001682761;Event2_0ZionReward2M;Event2_0ZionReward2M;2;23
39532;1817203785;ProgramLauncher2M;ProgramLauncher2M;2;0
42914;1817203785;LucianProgramLauncher2MR1;LucianProgramLauncher2MR1;2;0
39534;1817203785;ProgramLauncher4M;ProgramLauncher4M;2;0
39531;1817203785;ProgramLauncher1M;ProgramLauncher1M;2;0
42913;1817203785;LucianProgramLauncher2FR1;LucianProgramLauncher2FR1;2;0
5806;2001092937;Fclothing_Shoes_A2_C6;Fclothing_Shoes_A2_C6;2;5
5807;2001092937;Fclothing_Shoes_A2_C7;Fclothing_Shoes_A2_C7;2;6
5804;2001092937;Fclothing_Shoes_A2_C4;Fclothing_Shoes_A2_C4;2;3
5805;2001092937;Fclothing_Shoes_A2_C5;Fclothing_Shoes_A2_C5;2;4
5802;2001092937;Fclothing_Shoes_A2_C2;Fclothing_Shoes_A2_C2;2;1
5803;2001092937;Fclothing_Shoes_A2_C3;Fclothing_Shoes_A2_C3;2;2
904;2001092937;Fclothing_Shoes_A2_C1;Fclothing_Shoes_A2_C1;2;0
5808;2001092937;Fclothing_Shoes_A2_C8;Fclothing_Shoes_A2_C8;2;7
5677;1397768521;Fclothing_Pants_A2_C27;Fclothing_Pants_A2_C27;2;26
5676;1397768521;Fclothing_Pants_A2_C26;Fclothing_Pants_A2_C26;2;25
5675;1397768521;Fclothing_Pants_A2_C25;Fclothing_Pants_A2_C25;2;24
5674;1397768521;Fclothing_Pants_A2_C24;Fclothing_Pants_A2_C24;2;23
5673;1397768521;Fclothing_Pants_A2_C23;Fclothing_Pants_A2_C23;2;22
5672;1397768521;Fclothing_Pants_A2_C22;Fclothing_Pants_A2_C22;2;21
5671;1397768521;Fclothing_Pants_A2_C21;Fclothing_Pants_A2_C21;2;20
5670;1397768521;Fclothing_Pants_A2_C20;Fclothing_Pants_A2_C20;2;19
5679;1397768521;Fclothing_Pants_A2_C29;Fclothing_Pants_A2_C29;2;28
5678;1397768521;Fclothing_Pants_A2_C28;Fclothing_Pants_A2_C28;2;27
5345;2001682761;Fclothing_Coat_A2_C9;Fclothing_Coat_A2_C9;2;8
5668;1397768521;Fclothing_Pants_A2_C18;Fclothing_Pants_A2_C18;2;17
5669;1397768521;Fclothing_Pants_A2_C19;Fclothing_Pants_A2_C19;2;18
797;1397768521;Fclothing_Pants_A2_C14;Fclothing_Pants_A2_C14;2;13
798;1397768521;Fclothing_Pants_A2_C15;Fclothing_Pants_A2_C15;2;14
795;1397768521;Fclothing_Pants_A2_C12;Fclothing_Pants_A2_C12;2;11
796;1397768521;Fclothing_Pants_A2_C13;Fclothing_Pants_A2_C13;2;12
5363;2001682761;Fclothing_Coat_A2_C27;Fclothing_Coat_A2_C27;2;26
5362;2001682761;Fclothing_Coat_A2_C26;Fclothing_Coat_A2_C26;2;25
5361;2001682761;Fclothing_Coat_A2_C25;Fclothing_Coat_A2_C25;2;24
5360;2001682761;Fclothing_Coat_A2_C24;Fclothing_Coat_A2_C24;2;23
5359;2001682761;Fclothing_Coat_A2_C23;Fclothing_Coat_A2_C23;2;22
5358;2001682761;Fclothing_Coat_A2_C22;Fclothing_Coat_A2_C22;2;21
5357;2001682761;Fclothing_Coat_A2_C21;Fclothing_Coat_A2_C21;2;20
5356;2001682761;Fclothing_Coat_A2_C20;Fclothing_Coat_A2_C20;2;19
5365;2001682761;Fclothing_Coat_A2_C29;Fclothing_Coat_A2_C29;2;28
5364;2001682761;Fclothing_Coat_A2_C28;Fclothing_Coat_A2_C28;2;27
732;1950892361;Fclothing_Hat_A2_C1;Fclothing_Hat_A2_C1;2;0
5680;1397768521;Fclothing_Pants_A2_C30;Fclothing_Pants_A2_C30;2;29
5681;1397768521;Fclothing_Pants_A2_C31;Fclothing_Pants_A2_C31;2;30
5682;1397768521;Fclothing_Pants_A2_C32;Fclothing_Pants_A2_C32;2;31
5354;2001682761;Fclothing_Coat_A2_C18;Fclothing_Coat_A2_C18;2;17
5355;2001682761;Fclothing_Coat_A2_C19;Fclothing_Coat_A2_C19;2;18
5348;2001682761;Fclothing_Coat_A2_C12;Fclothing_Coat_A2_C12;2;11
5349;2001682761;Fclothing_Coat_A2_C13;Fclothing_Coat_A2_C13;2;12
5346;2001682761;Fclothing_Coat_A2_C10;Fclothing_Coat_A2_C10;2;9
5347;2001682761;Fclothing_Coat_A2_C11;Fclothing_Coat_A2_C11;2;10
5352;2001682761;Fclothing_Coat_A2_C16;Fclothing_Coat_A2_C16;2;15
5353;2001682761;Fclothing_Coat_A2_C17;Fclothing_Coat_A2_C17;2;16
5350;2001682761;Fclothing_Coat_A2_C14;Fclothing_Coat_A2_C14;2;13
5351;2001682761;Fclothing_Coat_A2_C15;Fclothing_Coat_A2_C15;2;14
743;1733050697;Fclothing_Leggings_A2_C1;Fclothing_Leggings_A2_C1;2;0
712;2001682761;Fclothing_Coat_A2_C1;Fclothing_Coat_A2_C1;2;0
711;2001682761;Fclothing_Coat_A2_C2;Fclothing_Coat_A2_C2;2;1
5339;2001682761;Fclothing_Coat_A2_C3;Fclothing_Coat_A2_C3;2;2
5340;2001682761;Fclothing_Coat_A2_C4;Fclothing_Coat_A2_C4;2;3
5341;2001682761;Fclothing_Coat_A2_C5;Fclothing_Coat_A2_C5;2;4
5342;2001682761;Fclothing_Coat_A2_C6;Fclothing_Coat_A2_C6;2;5
5343;2001682761;Fclothing_Coat_A2_C7;Fclothing_Coat_A2_C7;2;6
6780;1816609097;Fclothing_Gloves_A2_C1;Fclothing_Gloves_A2_C1;2;0
799;1397768521;Fclothing_Pants_A2_C16;Fclothing_Pants_A2_C16;2;15
793;1397768521;Fclothing_Pants_A2_C10;Fclothing_Pants_A2_C10;2;9
794;1397768521;Fclothing_Pants_A2_C11;Fclothing_Pants_A2_C11;2;10
5344;2001682761;Fclothing_Coat_A2_C8;Fclothing_Coat_A2_C8;2;7
760;1397768521;Fclothing_Pants_A2_C8;Fclothing_Pants_A2_C8;2;7
792;1397768521;Fclothing_Pants_A2_C9;Fclothing_Pants_A2_C9;2;8
756;1397768521;Fclothing_Pants_A2_C4;Fclothing_Pants_A2_C4;2;3
757;1397768521;Fclothing_Pants_A2_C5;Fclothing_Pants_A2_C5;2;4
758;1397768521;Fclothing_Pants_A2_C6;Fclothing_Pants_A2_C6;2;5
759;1397768521;Fclothing_Pants_A2_C7;Fclothing_Pants_A2_C7;2;6
752;1397768521;Fclothing_Pants_A2_C1;Fclothing_Pants_A2_C1;2;0
754;1397768521;Fclothing_Pants_A2_C2;Fclothing_Pants_A2_C2;2;1
755;1397768521;Fclothing_Pants_A2_C3;Fclothing_Pants_A2_C3;2;2
5366;2001682761;Fclothing_Coat_A2_C30;Fclothing_Coat_A2_C30;2;29
5367;2001682761;Fclothing_Coat_A2_C31;Fclothing_Coat_A2_C31;2;30
5368;2001682761;Fclothing_Coat_A2_C32;Fclothing_Coat_A2_C32;2;31
40437;1816609097;Event2_0MerovingianReward1M;Event2_0MerovingianReward1M;3;0
5693;1397768521;Fclothing_Pants_A3_C19;Fclothing_Pants_A3_C19;3;18
5692;1397768521;Fclothing_Pants_A3_C18;Fclothing_Pants_A3_C18;3;17
5687;1397768521;Fclothing_Pants_A3_C13;Fclothing_Pants_A3_C13;3;12
5686;1397768521;Fclothing_Pants_A3_C12;Fclothing_Pants_A3_C12;3;11
5685;1397768521;Fclothing_Pants_A3_C11;Fclothing_Pants_A3_C11;3;10
5684;1397768521;Fclothing_Pants_A3_C10;Fclothing_Pants_A3_C10;3;9
5691;1397768521;Fclothing_Pants_A3_C17;Fclothing_Pants_A3_C17;3;16
5690;1397768521;Fclothing_Pants_A3_C16;Fclothing_Pants_A3_C16;3;15
5689;1397768521;Fclothing_Pants_A3_C15;Fclothing_Pants_A3_C15;3;14
5688;1397768521;Fclothing_Pants_A3_C14;Fclothing_Pants_A3_C14;3;13
5683;1397768521;Fclothing_Pants_A3_C9;Fclothing_Pants_A3_C9;3;8
768;1397768521;Fclothing_Pants_A3_C8;Fclothing_Pants_A3_C8;3;7
763;1397768521;Fclothing_Pants_A3_C3;Fclothing_Pants_A3_C3;3;2
762;1397768521;Fclothing_Pants_A3_C2;Fclothing_Pants_A3_C2;3;1
761;1397768521;Fclothing_Pants_A3_C1;Fclothing_Pants_A3_C1;3;0
767;1397768521;Fclothing_Pants_A3_C7;Fclothing_Pants_A3_C7;3;6
766;1397768521;Fclothing_Pants_A3_C6;Fclothing_Pants_A3_C6;3;5
765;1397768521;Fclothing_Pants_A3_C5;Fclothing_Pants_A3_C5;3;4
764;1397768521;Fclothing_Pants_A3_C4;Fclothing_Pants_A3_C4;3;3
745;1733050697;Fclothing_Leggings_A3_C1;Fclothing_Leggings_A3_C1;3;0
5696;1397768521;Fclothing_Pants_A3_C22;Fclothing_Pants_A3_C22;3;21
5697;1397768521;Fclothing_Pants_A3_C23;Fclothing_Pants_A3_C23;3;22
5694;1397768521;Fclothing_Pants_A3_C20;Fclothing_Pants_A3_C20;3;19
5695;1397768521;Fclothing_Pants_A3_C21;Fclothing_Pants_A3_C21;3;20
5700;1397768521;Fclothing_Pants_A3_C26;Fclothing_Pants_A3_C26;3;25
5701;1397768521;Fclothing_Pants_A3_C27;Fclothing_Pants_A3_C27;3;26
5698;1397768521;Fclothing_Pants_A3_C24;Fclothing_Pants_A3_C24;3;23
5699;1397768521;Fclothing_Pants_A3_C25;Fclothing_Pants_A3_C25;3;24
733;1950892361;Fclothing_Hat_A3_C1;Fclothing_Hat_A3_C1;3;0
6781;1816609097;Fclothing_Gloves_A3_C1;Fclothing_Gloves_A3_C1;3;0
5397;2001682761;Fclothing_Coat_A3_C31;Fclothing_Coat_A3_C31;3;30
5396;2001682761;Fclothing_Coat_A3_C30;Fclothing_Coat_A3_C30;3;29
5398;2001682761;Fclothing_Coat_A3_C32;Fclothing_Coat_A3_C32;3;31
5823;2001092937;Fclothing_Shoes_A3_C8;Fclothing_Shoes_A3_C8;3;7
5385;2001682761;Fclothing_Coat_A3_C19;Fclothing_Coat_A3_C19;3;18
5384;2001682761;Fclothing_Coat_A3_C18;Fclothing_Coat_A3_C18;3;17
5383;2001682761;Fclothing_Coat_A3_C17;Fclothing_Coat_A3_C17;3;16
5382;2001682761;Fclothing_Coat_A3_C16;Fclothing_Coat_A3_C16;3;15
5381;2001682761;Fclothing_Coat_A3_C15;Fclothing_Coat_A3_C15;3;14
5380;2001682761;Fclothing_Coat_A3_C14;Fclothing_Coat_A3_C14;3;13
5379;2001682761;Fclothing_Coat_A3_C13;Fclothing_Coat_A3_C13;3;12
5378;2001682761;Fclothing_Coat_A3_C12;Fclothing_Coat_A3_C12;3;11
5377;2001682761;Fclothing_Coat_A3_C11;Fclothing_Coat_A3_C11;3;10
5376;2001682761;Fclothing_Coat_A3_C10;Fclothing_Coat_A3_C10;3;9
5824;2001092937;Fclothing_Shoes_A3_C9;Fclothing_Shoes_A3_C9;3;8
5820;2001092937;Fclothing_Shoes_A3_C5;Fclothing_Shoes_A3_C5;3;4
5819;2001092937;Fclothing_Shoes_A3_C4;Fclothing_Shoes_A3_C4;3;3
5822;2001092937;Fclothing_Shoes_A3_C7;Fclothing_Shoes_A3_C7;3;6
5821;2001092937;Fclothing_Shoes_A3_C6;Fclothing_Shoes_A3_C6;3;5
905;2001092937;Fclothing_Shoes_A3_C1;Fclothing_Shoes_A3_C1;3;0
5818;2001092937;Fclothing_Shoes_A3_C3;Fclothing_Shoes_A3_C3;3;2
5817;2001092937;Fclothing_Shoes_A3_C2;Fclothing_Shoes_A3_C2;3;1
5375;2001682761;Fclothing_Coat_A3_C9;Fclothing_Coat_A3_C9;3;8
5374;2001682761;Fclothing_Coat_A3_C8;Fclothing_Coat_A3_C8;3;7
5369;2001682761;Fclothing_Coat_A3_C3;Fclothing_Coat_A3_C3;3;2
714;2001682761;Fclothing_Coat_A3_C2;Fclothing_Coat_A3_C2;3;1
713;2001682761;Fclothing_Coat_A3_C1;Fclothing_Coat_A3_C1;3;0
5373;2001682761;Fclothing_Coat_A3_C7;Fclothing_Coat_A3_C7;3;6
5372;2001682761;Fclothing_Coat_A3_C6;Fclothing_Coat_A3_C6;3;5
5371;2001682761;Fclothing_Coat_A3_C5;Fclothing_Coat_A3_C5;3;4
5370;2001682761;Fclothing_Coat_A3_C4;Fclothing_Coat_A3_C4;3;3
671;2001027401;Fclothing_Glasses_A3_C1;Fclothing_Glasses_A3_C1;3;0
5702;1397768521;Fclothing_Pants_A3_C28;Fclothing_Pants_A3_C28;3;27
5703;1397768521;Fclothing_Pants_A3_C29;Fclothing_Pants_A3_C29;3;28
5705;1397768521;Fclothing_Pants_A3_C31;Fclothing_Pants_A3_C31;3;30
5704;1397768521;Fclothing_Pants_A3_C30;Fclothing_Pants_A3_C30;3;29
5706;1397768521;Fclothing_Pants_A3_C32;Fclothing_Pants_A3_C32;3;31
5388;2001682761;Fclothing_Coat_A3_C22;Fclothing_Coat_A3_C22;3;21
5389;2001682761;Fclothing_Coat_A3_C23;Fclothing_Coat_A3_C23;3;22
5386;2001682761;Fclothing_Coat_A3_C20;Fclothing_Coat_A3_C20;3;19
5387;2001682761;Fclothing_Coat_A3_C21;Fclothing_Coat_A3_C21;3;20
5392;2001682761;Fclothing_Coat_A3_C26;Fclothing_Coat_A3_C26;3;25
5393;2001682761;Fclothing_Coat_A3_C27;Fclothing_Coat_A3_C27;3;26
5390;2001682761;Fclothing_Coat_A3_C24;Fclothing_Coat_A3_C24;3;23
5391;2001682761;Fclothing_Coat_A3_C25;Fclothing_Coat_A3_C25;3;24
5394;2001682761;Fclothing_Coat_A3_C28;Fclothing_Coat_A3_C28;3;27
5395;2001682761;Fclothing_Coat_A3_C29;Fclothing_Coat_A3_C29;3;28
48118;2001092937;WinterBoots_M_R;WinterBoots_M_R;4;3
48117;2001092937;WinterBoots_M_W;WinterBoots_M_W;4;2
48111;1750286665;WinterVest_M_BB;WinterVest_M_BB;4;33
48115;1750286665;WinterVest_M_BR;WinterVest_M_BR;4;38
48113;1750286665;WinterVest_M_BT;WinterVest_M_BT;4;37
48112;1750286665;WinterVest_M_BW;WinterVest_M_BW;4;34
39527;1817203785;ProgramLauncher3F;ProgramLauncher3F;4;0
40444;2001682761;Event2_0ZionReward2F;Event2_0ZionReward2F;4;4
39529;1817203785;ProgramLauncher5F;ProgramLauncher5F;4;0
5404;2001682761;Fclothing_Coat_A4_C6;Fclothing_Coat_A4_C6;4;5
5405;2001682761;Fclothing_Coat_A4_C7;Fclothing_Coat_A4_C7;4;6
5402;2001682761;Fclothing_Coat_A4_C4;Fclothing_Coat_A4_C4;4;3
5403;2001682761;Fclothing_Coat_A4_C5;Fclothing_Coat_A4_C5;4;4
5400;2001682761;Fclothing_Coat_A4_C2;Fclothing_Coat_A4_C2;4;1
5401;2001682761;Fclothing_Coat_A4_C3;Fclothing_Coat_A4_C3;4;2
5399;2001682761;Fclothing_Coat_A4_C1;Fclothing_Coat_A4_C1;4;0
5406;2001682761;Fclothing_Coat_A4_C8;Fclothing_Coat_A4_C8;4;7
5407;2001682761;Fclothing_Coat_A4_C9;Fclothing_Coat_A4_C9;4;8
5430;2001682761;Fclothing_Coat_A4_C32;Fclothing_Coat_A4_C32;4;31
5428;2001682761;Fclothing_Coat_A4_C30;Fclothing_Coat_A4_C30;4;29
5429;2001682761;Fclothing_Coat_A4_C31;Fclothing_Coat_A4_C31;4;30
778;1397768521;Fclothing_Pants_A4_C10;Fclothing_Pants_A4_C10;4;9
779;1397768521;Fclothing_Pants_A4_C11;Fclothing_Pants_A4_C11;4;10
809;1397768521;Fclothing_Pants_A4_C12;Fclothing_Pants_A4_C12;4;11
781;1397768521;Fclothing_Pants_A4_C13;Fclothing_Pants_A4_C13;4;12
782;1397768521;Fclothing_Pants_A4_C14;Fclothing_Pants_A4_C14;4;13
783;1397768521;Fclothing_Pants_A4_C15;Fclothing_Pants_A4_C15;4;14
780;1397768521;Fclothing_Pants_A4_C16;Fclothing_Pants_A4_C16;4;15
5707;1397768521;Fclothing_Pants_A4_C17;Fclothing_Pants_A4_C17;4;16
5708;1397768521;Fclothing_Pants_A4_C18;Fclothing_Pants_A4_C18;4;17
5709;1397768521;Fclothing_Pants_A4_C19;Fclothing_Pants_A4_C19;4;18
773;1397768521;Fclothing_Pants_A4_C5;Fclothing_Pants_A4_C5;4;4
777;1397768521;Fclothing_Pants_A4_C9;Fclothing_Pants_A4_C9;4;8
744;1733050697;Fclothing_Leggings_A4_C1;Fclothing_Leggings_A4_C1;4;0
6736;2001092937;Fclothing_Shoes_A4_C4;Fclothing_Shoes_A4_C4;4;3
6737;2001092937;Fclothing_Shoes_A4_C5;Fclothing_Shoes_A4_C5;4;4
6734;2001092937;Fclothing_Shoes_A4_C2;Fclothing_Shoes_A4_C2;4;1
6735;2001092937;Fclothing_Shoes_A4_C3;Fclothing_Shoes_A4_C3;4;2
5416;2001682761;Fclothing_Coat_A4_C18;Fclothing_Coat_A4_C18;4;17
5417;2001682761;Fclothing_Coat_A4_C19;Fclothing_Coat_A4_C19;4;18
