AbilityID;GOID;AbilityName;isCastAble;CastTime;CastAnimStart;CastAnimMid;CastAnimEnd;ActivationFX;ValueFrom;ValueTo;isBuff;BuffTime;executionFX
25;-2147458048;PowerBoost1Ability;True;4;a5000028;a5000028;a6000028;671090817;0;0;False;0;0
26;-2147457024;ProxyCoderAbility;True;2;a5000028;a5000028;a6000028;671091149;13000;0;False;0;0
27;-2147456000;RemoteProxy1Ability;True;8;a5000028;a5000028;a6000028;0;0;0;False;0;0
28;-2147454976;RemoteProxy2Ability;True;8;a5000028;a5000028;a6000028;0;0;0;False;0;0
29;-2147453952;RemoteProxy3Ability;True;8;a5000028;a5000028;a6000028;0;0;0;False;0;0
30;-2147452928;RepairSimulacra1Ability;True;2;a5000028;a5000028;a6000028;671090845;20;0;False;0;0
31;-2147451904;RepairSimulacra2Ability;True;2;a5000028;a5000028;a6000028;671090849;34;0;False;0;0
32;-2147450880;RunProgramAbility;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
33;-2147449856;StaticBlast1Ability;True;2;a5000028;a5000028;a6000028;671090861;22;0;False;0;0
34;-2147448832;StopProxy1Ability;True;2;a5000028;a5000028;a6000028;671091033;0;0;False;0;0
35;-2147447808;CodeShaperAbility;False;0;a5000028;a5000028;a6000028;0;697;0;False;0;671091263
36;-2147446784;TinkeringAbility;True;6;a5000028;a5000028;a6000028;671090885;0;0;False;0;671091267
37;-2147445760;WriteCodeAbility;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
38;-2147444736;AreaDisruption1Ability;True;2;a5000028;a5000028;a6000028;671088778;0;0;False;0;671091266
39;-2147443712;BolsterHealth1Ability;True;2;a5000028;a5000028;a6000028;671088751;0;0;False;0;0
40;-2147442688;CodeFreeze1Ability;True;2;a5000028;a5000028;a6000028;671088783;0;0;False;0;0
41;-2147441664;CodeFreeze2Ability;True;2;a5000028;a5000028;a6000028;671088784;0;0;False;0;0
42;-2147440640;CombatAura1Ability;True;0;a5000028;a5000028;a6000028;671088829;12;0;False;0;0
43;-2147439616;DisruptInputs1Ability;True;2;a5000028;a5000028;a6000028;671090653;0;0;False;0;0
44;-2147438592;DownloadMissionMapAbility;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
45;-2147437568;ExecuteProgramAbility;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
46;-2147436544;FastHealing1Ability;True;2;a5000028;a5000028;a6000028;671090613;40;0;False;0;0
47;-2147435520;FreezeArea1Ability;True;2;a5000028;a5000028;a6000028;671090593;0;0;False;0;671091266
48;-2147434496;FreezeSystem1Ability;True;2;a5000028;a5000028;a6000028;671089187;0;0;False;0;671091266
49;-2147433472;GaussianBlur1Ability;True;2;a5000028;a5000028;a6000028;0;25;0;False;0;0
50;-2147432448;GroupRepairs2Ability;True;4;a5000028;a5000028;a6000028;671090992;11;0;False;0;671091265
51;-2147431424;GuardianHealerAbility;False;0;a5000028;a5000028;a6000028;0;1;0;False;0;0
52;-2147430400;HackerAbility;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
53;-2147429376;HarmfulCodeAbility;True;4;a5000028;a5000028;a6000028;671089139;12;0;False;0;0
54;-2147428352;RestoreHealth4Ability;True;2;310a0028;300a0028;2f0a0028;671088929;0;0;False;0;0
55;-2147427328;HealerAbility;False;0;a5000028;a5000028;a6000028;671090988;21;0;False;0;0
56;-2147426304;GroupRepairs1Ability;True;4;a5000028;a5000028;a6000028;671091250;8;0;False;0;671091265
57;-2147425280;LogicBlast1Ability;True;2;a5000028;a5000028;a6000028;671089111;0;0;False;0;0
58;-2147424256;LogicBlast2Ability;True;2;a5000028;a5000028;a6000028;671089087;0;0;False;0;0
59;-2147423232;LogicBlast3Ability;True;2;a5000028;a5000028;a6000028;671091200;0;0;False;0;0
60;-2147422208;LogicBomb1Ability;True;4;a5000028;a5000028;a6000028;671090676;0;0;False;0;671091267
61;-2147421184;Miasma1Ability;True;2;a5000028;a5000028;a6000028;671089056;0;0;False;0;0
62;-2147420160;MovementAccelerator1Ability;True;2;a5000028;a5000028;a6000028;671089044;10;0;False;0;0
63;-2147419136;NetworkFirewall1Ability;True;6;a5000028;a5000028;a6000028;671089032;0;0;False;0;671091263
64;-2147418112;NetworkHackerAbility;False;0;a5000028;a5000028;a6000028;0;1;0;False;0;0
65;-2147417088;Overheat1Ability;True;2;a5000028;a5000028;a6000028;671089023;0;0;False;0;0
66;-2147416064;Overload1Ability;True;2;a5000028;a5000028;a6000028;671089019;-10;0;False;0;0
67;-2147415040;PathogenistAbility;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
68;-2147414016;PersonalFirewall1Ability;True;2;a5000028;a5000028;a6000028;671089003;40;0;False;0;0
69;-2147412992;ProcessorLag1Ability;True;2;a5000028;a5000028;a6000028;0;0;0;False;0;0
70;-2147411968;QuickRecoveryAbility;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
71;-2147410944;RepairAndUpgradeAbility;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
72;-2147409920;ResistCombat1Ability;True;6;a5000028;a5000028;a6000028;671088952;20;0;False;0;671091263
73;-2147408896;ResistContagionAbility;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
74;-2147407872;ResistDamageAbility;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
75;-2147406848;ResistInfectionAbility;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
76;-2147405824;ResistVirusesAbility;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
77;-2147404800;RestoreHealth1Ability;True;2;250a0028;240a0028;230a0028;671091234;0;0;False;0;0
78;-2147403776;FocusAttributeAbility;False;0;a5000028;a5000028;a6000028;0;0;32767;False;0;0
79;-2147402752;PerceptionAttributeAbility;False;0;a5000028;a5000028;a6000028;0;0;32767;False;0;0
80;-2147401728;RestoreHealth2Ability;True;2;290a0028;280a0028;270a0028;671088928;0;0;False;0;0
81;-2147400704;ReasonAttributeAbility;False;0;a5000028;a5000028;a6000028;0;0;32767;False;0;0
82;-2147399680;BeliefAttributeAbility;False;0;a5000028;a5000028;a6000028;0;0;32767;False;0;0
83;-2147398656;SelectivePhageAbility;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
84;-2147397632;VitalityAttributeAbility;False;0;a5000028;a5000028;a6000028;0;0;32767;False;0;0
85;-2147396608;MezAbility;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
86;-2147395584;Slow1Ability;True;2;a5000028;a5000028;a6000028;671088914;-19;0;False;0;0
87;-2147394560;HasteAbility;False;0;a5000028;a5000028;a6000028;0;50;0;False;0;0
88;-2147393536;InnerstrengthSitRegenRateAbility;False;0;a5000028;a5000028;a6000028;0;0;32767;False;0;0
89;-2147392512;StaticField1Ability;False;0;a5000028;a5000028;a6000028;671091024;12;0;False;0;0
90;-2147391488;BlindAbility;False;0;a5000028;a5000028;a6000028;0;-30;0;False;0;0
91;-2147390464;ConfuseAbility;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
92;-2147389440;TeamMedicAbility;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
93;-2147388416;EnrageAbility;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
94;-2147387392;ImpairConnectionAbility;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
95;-2147386368;TransmitVirusAbility;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
96;-2147385344;PowerlessAbility;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
97;-2147384320;UILag1Ability;True;2;a5000028;a5000028;a6000028;671088882;-10;0;False;0;671091266
98;-2147383296;ViralAttackerAbility;False;0;a5000028;a5000028;a6000028;0;1;0;False;0;0
99;-2147382272;RootedAbility;False;0;a5000028;a5000028;a6000028;671091179;0;0;False;0;0
100;-2147381248;SlowAbility;False;0;a5000028;a5000028;a6000028;0;-50;0;False;0;0
101;-2147380224;AikidoAbility;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
102;-2147379200;StunAbility;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
103;-2147378176;WoundedAbility;False;0;a5000028;a5000028;a6000028;0;-20;0;False;0;0
104;-2147377152;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
105;-2147376128;BodyShotAbility;False;0;a5000028;a5000028;a6000028;0;-5;0;False;0;0
106;-2147375104;MaxHealthAbility;False;0;a5000028;a5000028;a6000028;0;0;32767;False;0;0
107;-2147374080;FlashBombAbility;True;2;a5000028;a5000028;a6000028;0;0;0;False;0;671090546
108;-2147373056;CurrentHealthAbility;False;0;a5000028;a5000028;a6000028;0;0;32767;False;0;0
109;-2147372032;MaxInnerstrengthAbility;False;0;a5000028;a5000028;a6000028;0;0;32767;False;0;0
110;-2147371008;CombatEvasionAbility;False;0;a5000028;a5000028;a6000028;0;20;0;False;0;0
111;-2147369984;CurrentInnerstrengthAbility;False;0;a5000028;a5000028;a6000028;0;0;32767;False;0;0
112;-2147368960;HealthRegenRateAbility;False;0;a5000028;a5000028;a6000028;0;0;32767;False;0;0
113;-2147367936;CombatInsightAbility;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
114;-2147366912;InnerstrengthRegenRateAbility;False;0;a5000028;a5000028;a6000028;0;0;32767;False;0;0
115;-2147365888;MovementSpeedAbility;False;0;a5000028;a5000028;a6000028;0;0;60;False;0;0
116;-2147364864;CombatToughnessAbility;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
117;-2147363840;InnerstrengthCostModifierAbility;False;0;a5000028;a5000028;a6000028;0;0;32767;False;0;0
118;-2147362816;CutthroatAbility;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
119;-2147361792;DisarmTrapsAbility;True;2;a5000028;a5000028;a6000028;0;0;0;False;0;0
120;-2147360768;DisguiseAbility;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
121;-2147359744;EscapeSideRollAbility;False;0;a5000028;a5000028;a6000028;0;20;0;False;0;0
122;-2147358720;EscapeBackRollAbility;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
123;-2147357696;FindWeaknessAbility;True;2;a5000028;a5000028;a6000028;0;0;0;False;0;0
124;-2147356672;FirearmsAbility;True;2;a5000028;a5000028;a6000028;0;0;0;False;0;0
125;-2147355648;FirearmsExpertAbility;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
126;-2147354624;PistolDisarmingShotAbility;True;4;a5000028;a5000028;a6000028;0;0;0;False;0;0
127;-2147353600;BuffAreaRadiusAbility;False;0;a5000028;a5000028;a6000028;0;0;100;False;0;0
128;-2147352576;GunmanAbility;False;0;a5000028;a5000028;a6000028;0;1;0;False;0;0
129;-2147351552;HandgunsAbility;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
130;-2147350528;HinderingShotAbility;True;2;a5000028;a5000028;a6000028;0;0;0;False;0;0
131;-2147349504;InfiltratorAbility;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
132;-2147348480;KarateAbility;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
133;-2147347456;KungFuAbility;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
134;-2147346432;LegSweepAbility;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
135;-2147345408;MartialArtsAbility;True;2;a5000028;a5000028;a6000028;0;0;0;False;0;0
136;-2147344384;MartialArtsExpertiseAbility;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
137;-2147343360;MartialArtsInitiateAbility;False;0;a5000028;a5000028;a6000028;0;2;0;False;0;0
138;-2147342336;GuardBreakerAbility;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
139;-2147341312;IronGuardAbility;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
140;-2147340288;MultifightingAbility;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
141;-2147339264;NeuroDartAbility;True;2;a5000028;a5000028;a6000028;671090572;-15;0;False;0;0
142;-2147338240;OpenLocksAbility;True;2;a5000028;a5000028;a6000028;0;0;0;False;0;0
143;-2147337216;OperativeAbility;False;0;a5000028;a5000028;a6000028;0;50;0;False;0;0
144;-2147336192;DamageResistanceAbility;False;0;a5000028;a5000028;a6000028;0;0;32767;False;0;0
145;-2147335168;OverhandSmashAbility;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
146;-2147334144;PoisonKnifeAbility;True;2;a5000028;a5000028;a6000028;0;0;0;False;0;0
147;-2147333120;RiflesAbility;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
148;-2147332096;SharpshooterAbility;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
149;-2147331072;SixthSenseAbility;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
150;-2147330048;CompelCloseCombatAbility;True;2;a5000028;a5000028;a6000028;0;20;0;False;0;0
151;-2147329024;SneakAbility;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
152;-2147328000;SneakAttackSpinBackAbility;False;0;a5000028;a5000028;a6000028;0;28;0;False;0;0
153;-2147326976;SneakAttackDropKickAbility;False;0;a5000028;a5000028;a6000028;0;52;0;False;0;0
154;-2147325952;SoldierAbility;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
155;-2147324928;SpyAbility;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
156;-2147323904;StealthAwarenessAbility;False;0;a5000028;a5000028;a6000028;671091263;0;0;False;0;0
157;-2147322880;ViralResistanceAbility;False;0;a5000028;a5000028;a6000028;0;0;32767;False;0;0
158;-2147321856;SubmachinegunsAbility;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
159;-2147320832;MeleePhysicalDamageAbility;False;0;a5000028;a5000028;a6000028;0;0;32767;False;0;0
160;-2147319808;AllAbilityLevelsAbility;False;0;a5000028;a5000028;a6000028;0;0;32767;False;0;0
161;-2147318784;UncannySensesAbility;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
162;-2147317760;MaxBuffBufferAbility;False;0;a5000028;a5000028;a6000028;0;0;32767;False;0;0
163;-2147316736;CombatTacticsAbility;False;0;a5000028;a5000028;a6000028;0;0;32767;False;0;0
164;-2147315712;WeakPointsAbility;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
165;-2147314688;TapDataNodeAbility;True;8;a5000028;a5000028;a6000028;0;0;0;False;0;671091263
166;-2147313664;HackConstructKeyAbility;True;2;a5000028;a5000028;a6000028;0;0;0;False;0;0
167;-2147312640;None;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
168;-2147311616;WithdrawCombatAbility;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
169;-2147310592;EmergencyRepairs1Ability;True;2;a5000028;a5000028;a6000028;671091173;14;0;False;0;0
170;-2147309568;PassiveCodeAbility;True;2;a5000028;a5000028;a6000028;0;0;0;False;0;0
171;-2147308544;RangePhysicalDamageAbility;False;0;a5000028;a5000028;a6000028;0;0;32767;False;0;0
172;-2147307520;ViralDamageAbility;False;0;a5000028;a5000028;a6000028;0;0;32767;False;0;0
173;-2147306496;CombatEnhancement1Ability;True;2;a5000028;a5000028;a6000028;671088837;0;0;False;0;0
174;-2147305472;HealDamageAbility;False;0;a5000028;a5000028;a6000028;0;0;32767;False;0;0
175;-2147304448;InvisibilityAbility;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
176;-2147303424;CoveringFireAbility;True;4;a5000028;a5000028;a6000028;0;50;0;False;0;0
177;-2147302400;DebuffAreaRadiusAbility;False;0;a5000028;a5000028;a6000028;0;0;100;False;0;0
178;-2147301376;InvokedDebuffTimesAbility;False;0;a5000028;a5000028;a6000028;0;0;32767;False;0;0
179;-2147300352;InvokedBuffTimesAbility;False;0;a5000028;a5000028;a6000028;0;0;32767;False;0;0
180;-2147299328;MeleeDamageResistanceAbility;False;0;a5000028;a5000028;a6000028;0;0;32767;False;0;0
181;-2147298304;RangedDamageResistanceAbility;False;0;a5000028;a5000028;a6000028;0;0;32767;False;0;0
182;-2147297280;StealthDamageResistanceAbility;False;0;a5000028;a5000028;a6000028;0;0;32767;False;0;0
183;-2147296256;ViralDeflectionAbility;False;0;a5000028;a5000028;a6000028;0;0;32767;False;0;0
184;-2147295232;HyperSprintAbility;False;0;a5000028;a5000028;a6000028;306589977;15;0;False;0;0
185;-2147294208;IntenseAttackAbility;True;2;a5000028;a5000028;a6000028;671090893;0;0;False;0;0
186;-2147293184;ImprovedSneakAbility;True;2;a5000028;a5000028;a6000028;0;0;0;False;0;0
187;-2147292160;PillBolsterHealthAbility;True;1;a5000028;a5000028;a6000028;671091189;100;0;False;0;0
188;-2147291136;PillBolsterHealth2Ability;True;1;a5000028;a5000028;a6000028;671091189;200;0;False;0;0
189;-2147290112;PillBolsterHealth3Ability;True;1;a5000028;a5000028;a6000028;671091189;300;0;False;0;0
190;-2147289088;PillHealthReplenish1Ability;True;1;a5000028;a5000028;a6000028;671088928;30;0;False;0;0
191;-2147288064;PillHealthReplenish2Ability;True;1;a5000028;a5000028;a6000028;671088929;65;0;False;0;0
192;-2147287040;PillHealthReplenish3Ability;True;1;a5000028;a5000028;a6000028;671088933;120;0;False;0;0
193;-2147286016;PillHealthReplenish4Ability;True;1;a5000028;a5000028;a6000028;671088937;180;0;False;0;0
194;-2147284992;ConditionStatesAbility;False;0;a5000028;a5000028;a6000028;0;0;32767;False;0;0
195;-2147283968;ForceCloseCombatAbility;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
196;-2147282944;IgnorePainAbility;False;0;a5000028;a5000028;a6000028;671090898;5;0;False;0;0
197;-2147281920;HeadButtAbility;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
198;-2147280896;CheapShotAbility;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
199;-2147279872;DazeAbility;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
200;-2147278848;OffBalanceAbility;False;0;a5000028;a5000028;a6000028;0;-10;0;False;0;0
201;-2147277824;StaggeredAbility;False;0;a5000028;a5000028;a6000028;0;-5;0;False;0;0
202;-2147276800;DeathEffectAbility;False;0;a5000028;a5000028;a6000028;0;0;32767;False;0;0
203;-2147275776;SpeedTacticAbility;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
204;-2147274752;StealthDetectionAbility;False;0;a5000028;a5000028;a6000028;0;0;32767;False;0;0
205;-2147273728;GrabTacticAbility;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
206;-2147272704;PowerTacticAbility;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
207;-2147271680;WoodenStakeAttackAbility;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
208;-2147270656;SilverBulletAttackAbility;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
209;-2147269632;StealthAbility;False;0;a5000028;a5000028;a6000028;0;0;32767;False;0;0
210;-2147268608;TacticISCostModifierAbility;False;0;a5000028;a5000028;a6000028;0;0;32767;False;0;0
211;-2147267584;VulnerabilityDurationModifierAbility;False;0;a5000028;a5000028;a6000028;0;0;32767;False;0;0
212;-2147266560;DamageAgainstVulnerabilityAbility;False;0;a5000028;a5000028;a6000028;0;0;32767;False;0;0
213;-2147265536;VulnerabilityGenerationPercentAbility;False;0;a5000028;a5000028;a6000028;0;0;75;False;0;0
214;-2147264512;SelectionRangeAbility;False;0;a5000028;a5000028;a6000028;0;0;32767;False;0;0
215;-2147263488;LocateDataNodeAbility;True;2;a5000028;a5000028;a6000028;0;0;0;False;0;0
216;-2147262464;JackoutAbility;True;15;a5000028;a5000028;a6000028;671089691;0;0;False;0;0
217;-2147261440;EvadeCombatAbility;True;2;dd000028;dc000028;db000028;671091229;0;0;False;0;0
218;-2147260416;DisableSecurityDevicesAbility;True;2;a5000028;a5000028;a6000028;0;0;0;False;0;0
219;-2147259392;SpeedTacticsAbility;False;0;a5000028;a5000028;a6000028;0;0;32767;False;0;0
220;-2147258368;PowerTacticsAbility;False;0;a5000028;a5000028;a6000028;0;0;32767;False;0;0
221;-2147257344;GrabTacticsAbility;False;0;a5000028;a5000028;a6000028;0;0;32767;False;0;0
222;-2147256320;GrabDamageAbility;False;0;a5000028;a5000028;a6000028;0;0;32767;False;0;0
223;-2147255296;SpeedDamageAbility;False;0;a5000028;a5000028;a6000028;0;0;32767;False;0;0
224;-2147254272;PowerDamageAbility;False;0;a5000028;a5000028;a6000028;0;0;32767;False;0;0
225;-2147253248;GrabGunDamageAbility;False;0;a5000028;a5000028;a6000028;0;0;32767;False;0;0
226;-2147252224;PowerGunDamageAbility;False;0;a5000028;a5000028;a6000028;0;0;32767;False;0;0
227;-2147251200;SpeedGunDamageAbility;False;0;a5000028;a5000028;a6000028;0;0;32767;False;0;0
228;-2147250176;GrabGunTacticsAbility;False;0;a5000028;a5000028;a6000028;0;0;32767;False;0;0
229;-2147249152;PowerGunTacticsAbility;False;0;a5000028;a5000028;a6000028;0;0;32767;False;0;0
230;-2147248128;SpeedGunTacticsAbility;False;0;a5000028;a5000028;a6000028;0;0;32767;False;0;0
231;-2147247104;DisarmedAbility;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
232;-2147246080;CombatDisarmedAbility;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
233;-2147245056;ClearHeadAbility;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
234;-2147244032;RestoreHealth3Ability;True;2;2d0a0028;2c0a0028;2b0a0028;671091238;0;0;False;0;0
235;-2147243008;RestoreHealth5Ability;True;2;310a0028;300a0028;2f0a0028;671091242;0;0;False;0;0
236;-2147241984;DoctorAbility;False;0;a5000028;a5000028;a6000028;0;2;0;False;0;0
237;-2147240960;FastHealing2Ability;True;2;a5000028;a5000028;a6000028;671090617;60;0;False;0;0
238;-2147239936;HarmfulCode2Ability;True;4;a5000028;a5000028;a6000028;671089140;33;0;False;0;0
239;-2147238912;DualHandgunsAbility;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
240;-2147237888;GunslingerAbility;False;0;a5000028;a5000028;a6000028;0;2;0;False;0;0
241;-2147236864;PistolSlideAbility;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
242;-2147235840;PistolEvasiveAbility;True;2;a5000028;a5000028;a6000028;0;20;0;False;0;0
243;-2147234816;PistolAerialAbility;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
244;-2147233792;PistolBarrageAbility;True;2;a5000028;a5000028;a6000028;0;0;0;False;0;0
245;-2147232768;ScattershotAbility;False;0;a5000028;a5000028;a6000028;0;1;0;False;0;0
246;-2147231744;DualSubmachineGunsAbility;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
247;-2147230720;BulletSprayAbility;True;2;a5000028;a5000028;a6000028;0;25;0;False;0;0
248;-2147229696;SuppressionFireAbility;True;4;a5000028;a5000028;a6000028;0;0;0;False;0;0
249;-2147228672;SlidingVolleyAbility;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
250;-2147227648;ControlledBurstAbility;True;4;a5000028;a5000028;a6000028;0;0;0;False;0;0
251;-2147226624;RiflemanAbility;False;0;a5000028;a5000028;a6000028;0;1;0;False;0;0
252;-2147225600;AdvancedRifleryAbility;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
253;-2147224576;WoundingShotAbility;True;2;a5000028;a5000028;a6000028;0;6;0;False;0;0
254;-2147223552;ImmobilizingShotAbility;True;2;a5000028;a5000028;a6000028;0;50;0;False;0;0
255;-2147222528;DisablingShotAbility;True;2;a5000028;a5000028;a6000028;0;0;0;False;0;0
256;-2147221504;ThreeRoundBurstAbility;True;4;a5000028;a5000028;a6000028;0;4;0;False;0;0
257;-2147220480;KungFuMasterAbility;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
258;-2147219456;KungfuMasteryAbility;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
259;-2147218432;DimMakStrikeAbility;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
260;-2147217408;MisdirectPunchAbility;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
261;-2147216384;MachinegunFistComboAbility;False;0;a5000028;a5000028;a6000028;0;100;0;False;0;0
262;-2147215360;PistonKicksAbility;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
263;-2147214336;KarateMasterAbility;False;0;a5000028;a5000028;a6000028;0;1;0;False;0;0
264;-2147213312;KarateExpertiseAbility;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
265;-2147212288;KiChargedPunchAbility;False;0;a5000028;a5000028;a6000028;0;4;0;False;0;0
266;-2147211264;SidekickComboAbility;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
267;-2147210240;SkyHighSidekickAbility;False;0;a5000028;a5000028;a6000028;0;-40;0;False;0;0
268;-2147209216;SwirlingKiSummonAbility;True;2;a5000028;a5000028;a6000028;0;-60;0;False;0;671091267
269;-2147208192;AikidoMasteryAbility;False;0;a5000028;a5000028;a6000028;0;0;0;False;0;0
270;-2147207168;AikidoMasterAbility;False;0;a5000028;a5000028;a6000028;0;1;0;False;0;0
