GoidDecimal;ClothesType;ShortName;ItemName;ModelId;ColorId
38151;FEMALE HAT;JokahFHat;Jokah's Hat;4;0
48177;FEMALE HAT;OmegaFHat;Omega Headgear;49;0
47114;FEMALE HAT;OverdriveFHat;Overdrive Bandana;12;0
39512;FEMALE HAT;SakuraFHat;Sakura Ninja Mask;2;0
48162;FEMALE HAT;ScrapperFHat;Scrapper Earring;44;0
45934;FEMALE HAT;SecurityFHat;Security Cap;22;0
47895;FEMALE HAT;SleepFHat1;Faded Sleepwalker Bandana;38;0
47896;FEMALE HAT;SleepFHat2;Worn Sleepwalker Bandana;39;0
47897;FEMALE HAT;SleepFHat3;Threadbare Sleepwalker Bandana;40;0
47374;FEMALE HAT;SSRFEarpiece40;Captain Dernick's Earpiece;37;0
47375;FEMALE HAT;SSRFEarpiece50;Captain Raeder's Earpiece;37;0
47362;FEMALE HAT;SSRFHat;SSR Helmet;36;0
38293;FEMALE HAT;TaskmasterFHat;Taskmaster Beret;10;0
46565;FEMALE HAT;TaskmasterFHat2;Taskmaster Beret Zero;10;0
38135;FEMALE HAT;TinCanFHat;Tin Can's Headgear;4;0
39518;FEMALE HAT;WidowsMoorFHat;Widow's Moor Cap;8;0
48043;FEMALE HAT;WireFEarpiece;Wireframe Earpiece;41;0
39502;FEMALE HAT;YukiFHat;Yuki Ninja Mask;2;0
47243;FEMALE PANTS;Archive5ZionFPants;Rave Pants;7;1
47140;FEMALE PANTS;EliteCommFPants;Elite Commando Leggings;8;0
47878;FEMALE PANTS;FanFaire08PantsF;Deep Blue Jeans;7;2
48039;FEMALE PANTS;HamptonFPants;Hampton Pants;10;0
42868;FEMALE PANTS;IndustrialFPants;Industrial Pants;1;0
38203;FEMALE PANTS;JacobFPants;Coward's Pants;2;15
38127;FEMALE PANTS;PetalFPants;Petal Pants;4;8
47889;FEMALE PANTS;SleepFPants1;Faded Sleepwalker Jeans;7;3
47890;FEMALE PANTS;SleepFPants2;Worn Sleepwalker Jeans;7;4
47891;FEMALE PANTS;SleepFPants3;Threadbare Sleepwalker Jeans;7;5
38149;FEMALE PANTS;YorkieFPants;Action Pants;2;19
40475;FEMALE PANTS;AshencourteFPants;Ashencourte Leggings;6;7
39506;FEMALE PANTS;AshencourteFPants_Old;Ashencourte Leggings;6;7
45928;FEMALE SHIRT;BlueSkyFShirt;Blue Sky T-Shirt;6;33
47946;FEMALE SHIRT;ValkFShirt;Svanhild's Plumage;16;32
38096;FEMALE SHIRT;BigJimmyZFShirt;Z Gi;2;23
42767;FEMALE SHIRT;BigJimmyZFShirt2;Z Gi;2;23
42895;FEMALE SHIRT;BigJimmyZFShirtR1;Z Gi;2;23
40478;FEMALE SHIRT;DungeonShinjukoFShirt1;Widow's Dress;13;0
38321;FEMALE SHIRT;DungeonShinjukoFShirt1_Old;Widow's Dress;13;0
40479;FEMALE SHIRT;DungeonShinjukoFShirt2;Spider Dress;13;0
39231;FEMALE SHIRT;DungeonShinjukoFShirt2_Old;Spider Dress;13;0
40480;FEMALE SHIRT;DungeonShinjukoFShirt3;The Black Widow's Dress;13;0
38323;FEMALE SHIRT;DungeonShinjukoFShirt3_Old;The Black Widow's Dress;13;0
38157;FEMALE SHIRT;HasadFShirt;Panacea;21;9
38138;FEMALE SHIRT;KennyLeeFShirt;Kenny's Gi;22;9
47765;FEMALE SHIRT;KunoFGiGranB;Black Kunoichi Grandmaster Gi;26;2
47764;FEMALE SHIRT;KunoFGiGranG;Gray Kunoichi Grandmaster Gi;26;1
47763;FEMALE SHIRT;KunoFGiGranW;White Kunoichi Grandmaster Gi;26;0
47771;FEMALE SHIRT;KunoFGiInitB;Black Kunoichi Initiate Gi;26;2
47770;FEMALE SHIRT;KunoFGiInitG;Gray Kunoichi Initiate Gi;26;1
47769;FEMALE SHIRT;KunoFGiInitW;White Kunoichi Initiate Gi;26;0
47768;FEMALE SHIRT;KunoFGiMastB;Black Kunoichi Master Gi;26;2
47767;FEMALE SHIRT;KunoFGiMastG;Gray Kunoichi Master Gi;26;1
47766;FEMALE SHIRT;KunoFGiMastW;White Kunoichi Master Gi;26;0
47817;FEMALE SHIRT;KunoFGiPink;{c:FF97CB}Pink Kunoichi Gi{/c};26;3
46983;FEMALE SHIRT;Anniv07TShirtFBliss;Bliss Anniversary T-Shirt;6;42
46981;FEMALE SHIRT;Anniv07TShirtFCausality;Causality Anniversary T-Shirt;6;40
46979;FEMALE SHIRT;Anniv07TShirtFChoice;Choice Anniversary T-Shirt;6;38
46982;FEMALE SHIRT;Anniv07TShirtFFreedom;Freedom Anniversary T-Shirt;6;41
46978;FEMALE SHIRT;Anniv07TShirtFHate;Hate Anniversary T-Shirt;6;37
46980;FEMALE SHIRT;Anniv07TShirtFInevitability;Inevitability Anniversary T-Shirt;6;39
46977;FEMALE SHIRT;Anniv07TShirtFLove;Love Anniversary T-Shirt;6;36
46975;FEMALE SHIRT;Anniv07TShirtFPeace;Peace Anniversary T-Shirt;6;34
46996;FEMALE SHIRT;Anniv07TShirtFSmith;Smith Anniversary T-Shirt;6;43
46976;FEMALE SHIRT;Anniv07TShirtFWar;War Anniversary T-Shirt;6;35
47280;FEMALE SHIRT;Anniv08TShirtFDeath;Death Anniversary T-Shirt;6;45
47281;FEMALE SHIRT;Anniv08TShirtFDream;Dream Anniversary T-Shirt;6;46
47282;FEMALE SHIRT;Anniv08TShirtFExile;Exile Anniversary T-Shirt;6;47
47283;FEMALE SHIRT;Anniv08TShirtFLife;Life Anniversary T-Shirt;6;48
47284;FEMALE SHIRT;Anniv08TShirtFMachine;Machine Anniversary T-Shirt;6;49
47285;FEMALE SHIRT;Anniv08TShirtFMetacortex;Metacortex T-Shirt;6;50
47286;FEMALE SHIRT;Anniv08TShirtFNightmare;Nightmare Anniversary T-Shirt;6;51
47287;FEMALE SHIRT;Anniv08TShirtFParadise;Paradise Anniversary T-Shirt;6;52
47288;FEMALE SHIRT;Anniv08TShirtFPrison;Prison Anniversary T-Shirt;6;53
47289;FEMALE SHIRT;Anniv08TShirtFWhite;Plain White T-Shirt;6;54
47290;FEMALE SHIRT;Anniv08TShirtFWoman;Woman Anniversary T-Shirt;6;55
39504;FEMALE SHIRT;AshencourteFShirt;Ashencourte Vestment;10;1
38328;FEMALE SHIRT;DungeonCrestonHeightsFShirt1;Helen's Raiment;4;9
38329;FEMALE SHIRT;DungeonCrestonHeightsFShirt2;Black Widow Threads;4;9
38330;FEMALE SHIRT;DungeonCrestonHeightsFShirt3;Emma's Vengeance;4;9
47117;FEMALE SHIRT;FanFaire07TShirtFVerdigris;Verdigris Shirt;6;44
38120;FEMALE SHIRT;FatherJonesFShirt;Devotional Shirt;10;11
42911;FEMALE SHIRT;FatherJonesFShirtR1;Devotional Shirt;10;11
38112;FEMALE SHIRT;HuangFShirt;Huang's Shirt;5;29
42866;FEMALE SHIRT;IndustrialFShirt;Industrial Shirt;6;24
38108;FEMALE SHIRT;KravenFShirt;Ghost Shirt;5;5
42892;FEMALE SHIRT;KravenFShirtR1;Ghost Shirt;5;5
38098;FEMALE SHIRT;MichelFShirt;Demonskin Shirt;8;9
38167;FEMALE SHIRT;OfficerPeckFShirt;Peck's Shirt;8;19
42697;FEMALE SHIRT;Pandora3_1FShirt;Sharpshooter Shirt;4;0
42699;FEMALE SHIRT;Pandora3_2FShirt;Sniper Shirt;4;0
42701;FEMALE SHIRT;Pandora3_3FShirt;Squad Leader's Shirt;4;0
48158;FEMALE SHIRT;PhoenixFShirt;Phoenix Shirt;4;35
45933;FEMALE SHIRT;SecurityFShirt;Security T-Shirt;6;32
47883;FEMALE SHIRT;SleepFShirt1;Faded Sleepwalker Tee;4;32
47884;FEMALE SHIRT;SleepFShirt2;Worn Sleepwalker Tee;4;33
47885;FEMALE SHIRT;SleepFShirt3;Threadbare Sleepwalker Tee;4;34
38171;FEMALE SHIRT;TaggertFShirt;Taggert's Pipeline;6;10
48156;FEMALE SHIRT;WebbedBloodFShirt;Webbed Blood Noble Shirt;28;0
40476;FEMALE SHOES;DeadboyFShoes;Caution;4;2
38155;FEMALE SHOES;DeadboyFShoes_Old;Caution;4;2
42952;FEMALE SHOES;DungeonLuceroFShoes1R1;Project Shoes;7;1
42953;FEMALE SHOES;DungeonLuceroFShoes2R1;Section Shoes;7;1
42954;FEMALE SHOES;DungeonLuceroFShoes3R1;Ethereal Shoes;7;1
38302;FEMALE SHOES;DungeonZiaFShoes1;Surefoot Sneakers;1;0
42922;FEMALE SHOES;DungeonZiaFShoes1R1;Surefoot Sneakers;1;0
38303;FEMALE SHOES;DungeonZiaFShoes2;Steady Sneakers;1;0
42923;FEMALE SHOES;DungeonZiaFShoes2R1;Steady Sneakers;1;0
39243;FEMALE SHOES;DungeonZiaFShoes3;Solid Sneakers;1;0
42924;FEMALE SHOES;DungeonZiaFShoes3R1;Solid Sneakers;1;0
47148;FEMALE SHOES;EliteCommFShoes;Elite Commando Boots;11;0
38102;FEMALE SHOES;FastBackFShoes;Industrial Boots;3;0
42773;FEMALE SHOES;FastBackFShoes2;Industrial Boots;3;0
48051;FEMALE SHOES;HelBootsFShoes;Caretaker Boots;2;8
40472;FEMALE SHOES;HoraceFShoes;Horace's Sneakers;6;0
38088;FEMALE SHOES;HoraceFShoes_Old;Horace's Sneakers;6;0
42877;FEMALE SHOES;HoraceFShoesR1;Horace's Sneakers;6;0
47801;FEMALE SHOES;KunoFShoesGranB;Black Kunoichi Grandmaster Tabi;11;3
47800;FEMALE SHOES;KunoFShoesGranG;Gray Kunoichi Grandmaster Tabi;11;2
47799;FEMALE SHOES;KunoFShoesGranW;White Kunoichi Grandmaster Tabi;11;1
47807;FEMALE SHOES;KunoFShoesInitB;Black Kunoichi Initiate Tabi;11;3
47806;FEMALE SHOES;KunoFShoesInitG;Gray Kunoichi Initiate Tabi;11;2
47805;FEMALE SHOES;KunoFShoesInitW;White Kunoichi Initiate Tabi;11;1
47804;FEMALE SHOES;KunoFShoesMastB;Black Kunoichi Master Tabi;11;3
47803;FEMALE SHOES;KunoFShoesMastG;Gray Kunoichi Master Tabi;11;2
47802;FEMALE SHOES;KunoFShoesMastW;White Kunoichi Master Tabi;11;1
38106;FEMALE SHOES;LilQuickFShoes;LilQuick's Sneakers;6;0
42888;FEMALE SHOES;LilQuickFShoesR1;LilQuick's Sneakers;6;0
42703;FEMALE SHOES;Pandora4_1FShoes;Heavenly Footwear;4;7
42705;FEMALE SHOES;Pandora4_2FShoes;Angelic Shoes;4;7
42707;FEMALE SHOES;Pandora4_3FShoes;Seraphim Shoes;4;7
48160;FEMALE SHOES;PhoenixFShoes;Phoenix Boots;12;0
39514;FEMALE SHOES;SakuraFShoes;Sakura Ninja Boots;8;1
48170;FEMALE SHOES;ScrapperFShoes;Scrapper Boots;8;8
47923;FEMALE SHOES;SleepFShoes1;Faded Sleepwalker Boots;4;11
47924;FEMALE SHOES;SleepFShoes2;Worn Sleepwalker Boots;4;12
47925;FEMALE SHOES;SleepFShoes3;Threadbare Sleepwalker Boots;4;13
47372;FEMALE SHOES;SSRFShoes;SSR Dress Shoes;4;10
38129;FEMALE SHOES;TantoFShoes;Kickin' Boots;1;4
39500;FEMALE SHOES;YukiFShoes;Yuki Ninja Boots;8;1
46571;MALE COAT;01areaKTrenchM;Area K Trenchcoat;26;1
47242;MALE COAT;Archive5MervMTrench;Blood Noble Trench;25;1
46409;MALE COAT;ArchiveMervMTrench;Demon Army Trench;25;0
38305;MALE COAT;DungeonHammervilleMCoat1;Ravenswing;2;9
42931;MALE COAT;DungeonHammervilleMCoat1R1;Ravenswing;2;9
39224;MALE COAT;DungeonHammervilleMCoat2;Ravenstail;2;9
42932;MALE COAT;DungeonHammervilleMCoat2R1;Ravenstail;2;9
38306;MALE COAT;DungeonHammervilleMCoat3;Ravensfeather;2;9
42933;MALE COAT;DungeonHammervilleMCoat3R1;Ravensfeather;2;9
38311;MALE COAT;DungeonHarajukoMCoat1;Lionskin Wrap;9;16
39227;MALE COAT;DungeonHarajukoMCoat2;Tigerskin Wrap;9;16
38313;MALE COAT;DungeonHarajukoMCoat3;Dragonskin Wrap;9;16
39229;MALE COAT;DungeonRidgeWayMCoat1;Dark Shadow Jacket;4;0
42943;MALE COAT;DungeonRidgeWayMCoat1R1;Dark Shadow Jacket;4;0
38315;MALE COAT;DungeonRidgeWayMCoat2;Black Shadow Jacket;4;0
42944;MALE COAT;DungeonRidgeWayMCoat2R1;Black Shadow Jacket;4;0
39230;MALE COAT;DungeonRidgeWayMCoat3;Deep Shadow Jacket;4;0
42945;MALE COAT;DungeonRidgeWayMCoat3R1;Deep Shadow Jacket;4;0
38325;MALE COAT;DungeonSouthVauxtonMCoat1;Blackwolf Coat;9;0
39236;MALE COAT;DungeonSouthVauxtonMCoat2;Greywolf Coat;9;0
38326;MALE COAT;DungeonSouthVauxtonMCoat3;Direwolf Skin;9;0
38116;MALE COAT;EggMCoat;Egg's Shell;5;12
47139;MALE COAT;EliteCommMCoat;Elite Commando Jacket;27;0
38143;MALE COAT;GregoreMCoat;Vampire Coat;8;0
42909;MALE COAT;GregoreMCoatR1;Vampire Coat;8;0
48040;MALE COAT;HamptonMCoat;Hampton Jacket;29;0
47098;MALE COAT;IndustrialMCoat;Industrial Jacket;5;12
38205;MALE COAT;KatScratchMCoat;Kat Skin;5;3
42885;MALE COAT;KatScratchMCoatR1;Kat Skin;5;3
38091;MALE COAT;LoriporMCoat;Loripor's Jacket;9;0
42880;MALE COAT;LoriporMCoatR1;Loripor's Jacket;9;0
48180;MALE COAT;OmegaMCoat;Omega Trenchcoat;26;0
38162;MALE COAT;SergeantWynnMCoat;Winner's Coat;1;26
42746;MALE COAT;TransitionMCoat;Awakening Jacket;23;1
39517;MALE COAT;WidowsMoorMCoat;Widow's Moor Wool;9;31
38097;MALE COAT;BigJimmyZMCoat;Z Gi;11;8
42768;MALE COAT;BigJimmyZMCoat2;Z Gi;11;8
42896;MALE COAT;BigJimmyZMCoatR1;Z Gi;11;8
40481;MALE COAT;DungeonShinjukoMCoat1;Widow's Gi;11;5
39232;MALE COAT;DungeonShinjukoMCoat1_Old;Widow's Gi;11;5
40482;MALE COAT;DungeonShinjukoMCoat2;Spider Gi;11;5
38322;MALE COAT;DungeonShinjukoMCoat2_Old;Spider Gi;11;5
40483;MALE COAT;DungeonShinjukoMCoat3;The Black Widow's Gi;11;5
39233;MALE COAT;DungeonShinjukoMCoat3_Old;The Black Widow's Gi;11;5
38146;MALE COAT;EthanMCoat;Mother Coat;12;4
42901;MALE COAT;EthanMCoatR1;Mother Coat;12;4
38139;MALE COAT;KennyLeeMCoat;Kenny's Gi;11;8
47774;MALE COAT;KunoMGiGranB;Black Shinobi Grandmaster Gi;28;2
47773;MALE COAT;KunoMGiGranG;Gray Shinobi Grandmaster Gi;28;1
47772;MALE COAT;KunoMGiGranW;White Shinobi Grandmaster Gi;28;0
47780;MALE COAT;KunoMGiInitB;Black Shinobi Initiate Gi;28;2
47779;MALE COAT;KunoMGiInitG;Gray Shinobi Initiate Gi;28;1
47778;MALE COAT;KunoMGiInitW;White Shinobi Initiate Gi;28;0
47777;MALE COAT;KunoMGiMastB;Black Shinobi Master Gi;28;2
47776;MALE COAT;KunoMGiMastG;Gray Shinobi Master Gi;28;1
47775;MALE COAT;KunoMGiMastW;White Shinobi Master Gi;28;0
47818;MALE COAT;KunoMGiPink;{c:FF97CB}Pink Shinobi Gi{/c};28;3
42694;MALE COAT;Pandora2_1MCoat;Tiger Acolyte's Gi;11;8
42695;MALE COAT;Pandora2_2MCoat;Tiger Warrior's Gi;11;8
42696;MALE COAT;Pandora2_3MCoat;Tiger Master's Gi;11;8
45903;MALE GLASSES;Mclothing_Glasses_Twins_C1;Black Void Shades;16;0
45912;MALE GLASSES;Mclothing_Glasses_Twins_C10;Brown Void Shades;16;9
45913;MALE GLASSES;Mclothing_Glasses_Twins_C11;Orange Void Shades;16;10
45914;MALE GLASSES;Mclothing_Glasses_Twins_C12;Steel Void Shades;16;11
45915;MALE GLASSES;Mclothing_Glasses_Twins_C13;Pink Void Shades;16;12
45904;MALE GLASSES;Mclothing_Glasses_Twins_C2;Slate Void Shades;16;1
45905;MALE GLASSES;Mclothing_Glasses_Twins_C3;Gray Void Shades;16;2
45906;MALE GLASSES;Mclothing_Glasses_Twins_C4;Jade Void Shades;16;3
45907;MALE GLASSES;Mclothing_Glasses_Twins_C5;Green Void Shades;16;4
45908;MALE GLASSES;Mclothing_Glasses_Twins_C6;Red Void Shades;16;5
45909;MALE GLASSES;Mclothing_Glasses_Twins_C7;Yellow Void Shades;16;6
45910;MALE GLASSES;Mclothing_Glasses_Twins_C8;Cyan Void Shades;16;7
45911;MALE GLASSES;Mclothing_Glasses_Twins_C9;Purple Void Shades;16;8
46408;MALE GLASSES;ArchiveMachMGlasses;System Sunglasses;17;0
39509;MALE GLASSES;AshencourteMGlasses;Ashencourte Shades;10;3
38105;MALE GLASSES;CaspianMGlasses;Caspian's Sunglasses;4;2
42771;MALE GLASSES;CaspianMGlasses2;Caspian's Sunglasses;4;2
42887;MALE GLASSES;CaspianMGlassesR1;Caspian's Sunglasses;4;2
48052;MALE GLASSES;CloudedMGlasses;Clouded Spectacles;15;0
39238;MALE GLASSES;DungeonStanoMGlasses1;Detection Shades;8;6
42949;MALE GLASSES;DungeonStanoMGlasses1R1;Detection Shades;8;6
38319;MALE GLASSES;DungeonStanoMGlasses2;Perception Shades;8;6
42950;MALE GLASSES;DungeonStanoMGlasses2R1;Perception Shades;8;6
39239;MALE GLASSES;DungeonStanoMGlasses3;Watcher's Shades;8;6
42951;MALE GLASSES;DungeonStanoMGlasses3R1;Watcher's Shades;8;6
47143;MALE GLASSES;EliteCommMGlasses;Elite Commando Goggles;14;0
47127;MALE GLASSES;HeadlessMGlasses;Headless Glasses;4;8
38132;MALE GLASSES;LieutenantChangMGlasses;Viral Shades;8;5
